Magnitude,Uncertainty,Kmag,Cmag,Comp Star 1,Comp Star 2
71,,,,0,-1
69,,,,18,2
68,,,,-1,-1
69,,,,-1,-1
14,,,,-1,-1
70,,,,20,9
0,,,,18,3
69,,,,-1,-1
70,,,,-1,-1
3,,,,18,4
1,0.02,,,18,5
4,,,,21,-1
69,,,,-1,-1
6,,,,3,10
5,,,,18,5
10,,,,-1,-1
10,,,,-1,-1
4,,,,-1,-1
8,,,,2,-1
7,,,,-1,-1
2,,,,3,10
10,,,,4,5
9,0.02,,,18,5
10,,,,-1,-1
13,,,,-1,-1
10,,,,-1,-1
10,,,,1,-1
14,,,,5,6
12,,,,18,5
18,,,,22,-1
11,,,,-1,-1
19,,,,-1,-1
14,,,,-1,-1
14,,,,19,6
15,,,,7,11
16,0.03,,,18,5
20,,,,-1,-1
17,,,,-1,-1
94,,,,17,0
17,,,,7,11
19,,,,9,12
20,,,,-1,-1
19,,,,9,12
23,,,,-1,-1
24,,,,6,-1
23,,,,-1,-1
21,,,,8,-1
22,,,,8,-1
26,,,,8,8
26,,,,-1,-1
19,,,,-1,-1
23,,,,8,7
25,,,,11,13
32,,,,-1,-1
28,,,,8,7
27,0.05,,,18,5
29,,,,-1,-1
30,,,,10,6
34,,,,-1,-1
31,,,,10,6
72,,,,-1,-1
33,,,,8,-1
78,,,,-1,-1
35,,,,8,-1
38,,,,-1,-1
36,,,,8,7
39,,,,10,6
41,,,,8,7
37,0.1,,,18,5
42,,,,5,1
41,,,,8,7
43,,,,5,1
83,,,,-1,-1
45,,,,5,1
47,,,,5,1
48,,,,-1,-1
46,,,,8,7
57,,,,-1,-1
79,,,,-1,-1
51,,,,5,1
50,,,,5,1
83,,,,-1,-1
49,,,,8,7
38,,,,-1,-1
40,,,,-1,-1
52,,,,5,1
38,,,,-1,-1
92,,,,-1,-1
79,,,,-1,-1
53,,,,5,1
40,,,,-1,-1
54,,,,5,1
76,,,,-1,-1
44,,,,-1,-1
79,,,,-1,-1
56,,,,5,1
48,,,,-1,-1
44,,,,-1,-1
83,,,,-1,-1
55,,,,5,1
58,,,,5,1
59,,,,5,1
60,,,,5,1
76,,,,-1,-1
79,,,,-1,-1
61,0.15,12.1,13.0,-1,-1
62,0.15,,13.0,-1,-1
63,0.15,,13.0,-1,-1
64,0.15,,13.0,-1,-1
65,0.15,,13.0,-1,-1
64,0.15,,13.0,-1,-1
64,0.15,,13.0,-1,-1
66,0.15,,13.0,-1,-1
73,,,,-1,-1
73,,,,-1,-1
73,,,,-1,-1
73,,,,-1,-1
73,,,,-1,-1
74,,,,-1,-1
74,,,,-1,-1
75,,,,-1,-1
75,,,,-1,-1
75,,,,-1,-1
75,,,,-1,-1
75,,,,-1,-1
75,,,,-1,-1
75,,,,-1,-1
75,,,,-1,-1
75,,,,-1,-1
75,,,,-1,-1
75,,,,-1,-1
75,,,,-1,-1
75,,,,-1,-1
75,,,,-1,-1
75,,,,-1,-1
75,,,,-1,-1
75,,,,-1,-1
75,,,,-1,-1
78,,,,-1,-1
78,,,,-1,-1
82,,,,-1,-1
75,,,,-1,-1
78,,,,-1,-1
80,,,,-1,-1
75,,,,-1,-1
77,,,,-1,-1
75,,,,-1,-1
78,,,,-1,-1
67,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
78,,,,-1,-1
81,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
82,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
87,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
87,,,,-1,-1
83,,,,-1,-1
87,,,,-1,-1
83,,,,-1,-1
87,,,,-1,-1
83,,,,-1,-1
87,,,,-1,-1
83,,,,-1,-1
87,,,,-1,-1
83,,,,-1,-1
87,,,,-1,-1
87,,,,-1,-1
83,,,,-1,-1
89,,,,-1,-1
92,,,,-1,-1
86,,,,-1,-1
87,,,,-1,-1
87,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
87,,,,-1,-1
83,,,,-1,-1
87,,,,-1,-1
90,,,,-1,-1
87,,,,-1,-1
83,,,,-1,-1
85,,,,-1,-1
85,,,,-1,-1
89,,,,-1,-1
83,,,,-1,-1
87,,,,-1,-1
87,,,,-1,-1
87,,,,-1,-1
88,,,,-1,-1
88,,,,-1,-1
91,,,,-1,-1
89,,,,-1,-1
89,,,,-1,-1
87,,,,-1,-1
89,,,,-1,-1
87,,,,-1,-1
89,,,,-1,-1
88,,,,-1,-1
87,,,,-1,-1
86,,,,-1,-1
87,,,,-1,-1
87,,,,-1,-1
80,,,,-1,-1
87,,,,-1,-1
88,,,,-1,-1
89,,,,-1,-1
92,,,,-1,-1
87,,,,-1,-1
87,,,,-1,-1
87,,,,-1,-1
89,,,,-1,-1
85,,,,-1,-1
88,,,,-1,-1
83,,,,-1,-1
88,,,,-1,-1
88,,,,-1,-1
87,,,,-1,-1
87,,,,-1,-1
88,,,,-1,-1
88,,,,-1,-1
87,,,,-1,-1
87,,,,-1,-1
88,,,,-1,-1
92,,,,-1,-1
87,,,,-1,-1
87,,,,-1,-1
88,,,,-1,-1
87,,,,-1,-1
88,,,,-1,-1
83,,,,-1,-1
88,,,,-1,-1
83,,,,-1,-1
88,,,,23,-1
87,,,,23,-1
87,,,,23,-1
90,,,,23,-1
83,,,,23,-1
89,,,,23,-1
88,,,,23,-1
87,,,,23,-1
89,,,,23,-1
87,,,,23,-1
83,,,,23,-1
89,,,,23,-1
87,,,,23,-1
83,,,,-1,-1
84,,,,-1,-1
78,,,,-1,-1
87,,,,-1,-1
88,,,,-1,-1
87,,,,-1,-1
88,,,,-1,-1
88,,,,-1,-1
88,,,,-1,-1
79,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
87,,,,-1,-1
88,,,,-1,-1
86,,,,-1,-1
88,,,,-1,-1
88,,,,-1,-1
89,,,,-1,-1
83,,,,-1,-1
87,,,,-1,-1
88,,,,-1,-1
87,,,,-1,-1
86,,,,-1,-1
85,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
83,,,,-1,-1
87,,,,-1,-1
89,,,,-1,-1
88,,,,-1,-1
92,,,,-1,-1
86,,,,-1,-1
87,,,,-1,-1
87,,,,-1,-1
87,,,,-1,-1
92,,,,-1,-1
92,,,,-1,-1
92,,,,-1,-1
85,,,,-1,-1
83,,,,-1,-1
89,,,,-1,-1
92,,,,-1,-1
88,,,,-1,-1
88,,,,-1,-1
83,,,,12,-1
88,,,,14,-1
88,,,,14,-1
